,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
83,0.595889939,50.0,1.0,0.7112299470000001,4300.0,12.0,0.0,1.0,0.0,0.0,0
84,0.705073732,35.0,0.0,0.11456483099999999,3377.0,5.0,0.0,0.0,0.0,3.0,1
85,0.013962988999999999,73.0,0.0,0.005829595999999999,2229.0,8.0,0.0,0.0,0.0,0.0,0
86,0.532220677,50.0,0.0,34.0,5400.0,1.0,0.0,0.0,0.0,0.0,0
87,0.081785478,54.0,0.0,1088.0,5400.0,7.0,0.0,1.0,0.0,0.0,0
88,0.017571324,61.0,1.0,0.412381891,17250.0,9.0,0.0,2.0,0.0,1.0,0
89,0.376826554,48.0,1.0,0.455233471,7002.0,4.0,0.0,2.0,0.0,3.0,0
90,0.696221758,47.0,0.0,0.665992144,8400.0,14.0,0.0,3.0,0.0,2.0,0
91,0.14518115,38.0,0.0,0.34923388299999997,6917.0,9.0,0.0,1.0,0.0,2.0,0
92,0.018849405,58.0,0.0,0.040496625,12000.0,14.0,0.0,0.0,0.0,0.0,0
93,0.895058301,41.0,0.0,0.205598683,4250.0,7.0,1.0,0.0,0.0,0.0,0
94,0.659560293,37.0,2.0,1669.0,5400.0,9.0,3.0,1.0,0.0,3.0,1
95,0.114145216,75.0,0.0,124.0,5400.0,10.0,0.0,0.0,0.0,0.0,0
96,0.563743626,51.0,0.0,0.410378481,4200.0,6.0,0.0,0.0,0.0,0.0,0
97,0.123925621,54.0,1.0,0.025595905,6250.0,10.0,0.0,0.0,0.0,0.0,0
98,0.540876275,58.0,0.0,0.7654748170000001,2600.0,12.0,0.0,1.0,0.0,0.0,0
99,0.09198291,33.0,0.0,0.8428571429999999,2449.0,11.0,0.0,2.0,0.0,0.0,0
100,0.050376035,57.0,0.0,35.0,5400.0,4.0,0.0,0.0,0.0,0.0,0
101,0.9999998999999999,35.0,0.0,0.298868256,9100.0,5.0,0.0,2.0,0.0,2.0,0
102,0.000764215,72.0,0.0,0.23114869600000001,2837.0,4.0,0.0,1.0,0.0,0.0,0
103,0.12052297699999999,90.0,0.0,130.0,5400.0,5.0,0.0,0.0,0.0,0.0,0
104,0.000101208,46.0,0.0,0.416451112,5798.0,8.0,0.0,2.0,0.0,0.0,0
105,0.39550418,58.0,0.0,0.667922341,3450.0,5.0,0.0,1.0,0.0,0.0,0
106,0.278927761,48.0,0.0,0.244613957,9700.0,7.0,0.0,1.0,0.0,1.0,0
107,0.559417109,61.0,0.0,0.450404698,6300.0,8.0,0.0,2.0,0.0,1.0,0
108,0.041155949,56.0,0.0,0.412289203,5158.0,15.0,0.0,1.0,0.0,0.0,0
109,0.12086371300000001,36.0,0.0,0.6084015660000001,2808.0,9.0,0.0,2.0,0.0,2.0,0
110,0.999597342,32.0,0.0,0.27367883600000004,3916.0,12.0,0.0,0.0,0.0,0.0,0
111,0.259877177,62.0,0.0,2079.0,5400.0,9.0,0.0,2.0,0.0,0.0,0
112,0.39528534299999996,52.0,0.0,2791.0,5400.0,13.0,0.0,1.0,0.0,3.0,0
113,0.08234137400000001,51.0,0.0,0.255289337,7136.0,10.0,0.0,2.0,0.0,2.0,0
114,0.019074057,39.0,0.0,0.351942663,2650.0,4.0,0.0,2.0,0.0,0.0,0
115,0.322584825,46.0,1.0,0.323842065,2633.0,12.0,0.0,1.0,0.0,2.0,0
116,0.919774967,61.0,0.0,2305.0,5400.0,23.0,0.0,0.0,0.0,0.0,0
117,0.657707485,48.0,0.0,2751.0,5400.0,10.0,0.0,1.0,0.0,0.0,0
118,0.008895938,58.0,0.0,378.0,5400.0,7.0,0.0,0.0,0.0,0.0,0
119,0.560878244,50.0,0.0,834.0,5400.0,2.0,0.0,1.0,0.0,1.0,0
120,1.007713184,43.0,0.0,0.235135135,3699.0,6.0,0.0,1.0,0.0,0.0,1
121,0.009730395,87.0,0.0,1178.0,5400.0,9.0,0.0,1.0,0.0,0.0,0
122,0.027880712999999998,42.0,0.0,0.291555556,4499.0,4.0,0.0,1.0,0.0,2.0,0
123,0.290716381,37.0,0.0,0.45862884200000004,4229.0,12.0,0.0,2.0,0.0,2.0,0
124,0.07781760900000001,71.0,0.0,0.33106689300000003,10000.0,19.0,0.0,3.0,0.0,0.0,0
125,0.015641363000000002,56.0,0.0,1047.0,5400.0,4.0,0.0,1.0,0.0,0.0,0
126,0.440895294,45.0,1.0,0.27211509,9800.0,11.0,0.0,2.0,0.0,0.0,0
127,0.423257674,51.0,0.0,0.32873425300000003,5000.0,4.0,0.0,1.0,0.0,0.0,0
128,0.0054632809999999995,77.0,0.0,0.00456621,1094.0,3.0,0.0,0.0,0.0,0.0,0
129,0.10497321,48.0,1.0,0.233943481,6227.0,8.0,0.0,2.0,0.0,2.0,0
130,0.023665245,81.0,0.0,0.061041806,10500.0,15.0,0.0,1.0,0.0,0.0,0
131,0.9999998999999999,32.0,0.0,0.0,5400.0,0.0,0.0,0.0,0.0,0.0,0
132,0.026996625,27.0,0.0,0.0033314829999999997,1800.0,1.0,0.0,0.0,0.0,0.0,0
133,0.9999998999999999,40.0,0.0,0.076131981,7000.0,2.0,0.0,0.0,1.0,2.0,0
134,0.039644415,57.0,0.0,0.26146420000000004,8700.0,9.0,0.0,2.0,0.0,1.0,0
135,0.08625133199999999,50.0,0.0,0.415174451,5416.0,4.0,0.0,1.0,0.0,0.0,0
136,0.421459371,51.0,1.0,0.432048415,7600.0,8.0,0.0,1.0,0.0,3.0,0
137,0.30381878,31.0,0.0,0.108129316,6371.0,6.0,0.0,0.0,0.0,2.0,0
138,0.0024524620000000003,66.0,0.0,873.0,5400.0,6.0,0.0,1.0,0.0,0.0,0
139,0.9999998999999999,38.0,0.0,251.0,5400.0,2.0,0.0,0.0,0.0,0.0,0
140,0.007252821,67.0,0.0,0.005260389,1900.0,5.0,0.0,0.0,0.0,0.0,0
141,0.9999998999999999,39.0,0.0,0.0,5400.0,2.0,0.0,0.0,0.0,0.0,0
142,0.0,47.0,3.0,1.058284763,1200.0,6.0,0.0,1.0,1.0,4.0,1
143,0.5407150070000001,32.0,0.0,6135.0,5400.0,17.0,0.0,1.0,0.0,1.0,0
144,0.000455391,47.0,0.0,0.0,3000.0,3.0,0.0,0.0,0.0,2.0,0
145,0.2857568,47.0,2.0,0.135810698,6000.0,6.0,1.0,1.0,3.0,1.0,1
146,0.888483708,41.0,0.0,0.187235679,2600.0,3.0,0.0,0.0,0.0,0.0,0
147,0.8005571859999999,50.0,0.0,3.527060783,1200.0,12.0,0.0,2.0,0.0,2.0,0
148,0.168475657,55.0,0.0,0.21137757899999998,3585.0,4.0,0.0,1.0,0.0,2.0,0
149,0.265201721,33.0,0.0,0.932089165,1928.0,5.0,0.0,2.0,0.0,0.0,0
150,0.370274621,38.0,0.0,0.909272682,4000.0,8.0,0.0,2.0,0.0,3.0,0
151,0.069055652,40.0,4.0,0.430856381,3000.0,14.0,0.0,1.0,0.0,0.0,1
152,0.960075998,46.0,0.0,0.376899696,3947.0,3.0,0.0,0.0,0.0,1.0,0
153,0.9999998999999999,42.0,0.0,0.0,3323.0,0.0,0.0,0.0,1.0,2.0,1
154,0.0048867,50.0,0.0,0.069770026,9000.0,4.0,0.0,0.0,0.0,1.0,0
155,0.136577643,64.0,0.0,0.253762873,11360.0,8.0,0.0,2.0,0.0,0.0,0
156,0.708774545,42.0,0.0,0.6230628229999999,6000.0,11.0,0.0,1.0,0.0,3.0,0
157,0.030685423,71.0,1.0,0.12630741199999998,8795.0,8.0,0.0,0.0,0.0,0.0,0
158,0.063111209,59.0,0.0,0.44454778,4300.0,6.0,0.0,2.0,0.0,1.0,0
159,0.29667177,57.0,0.0,0.44746333299999996,4158.0,14.0,0.0,2.0,0.0,2.0,0
160,0.019291848,54.0,0.0,863.0,5400.0,8.0,0.0,2.0,0.0,0.0,0
161,0.9999998999999999,41.0,1.0,1095.0,5400.0,2.0,0.0,0.0,0.0,0.0,0
162,0.0,85.0,0.0,0.004108885,5840.0,11.0,0.0,0.0,0.0,0.0,0
163,0.075097252,52.0,0.0,1290.0,5400.0,8.0,0.0,1.0,0.0,0.0,0
164,0.8756567909999999,35.0,0.0,0.569448147,3750.0,13.0,0.0,0.0,0.0,0.0,1
165,0.9997472190000001,31.0,0.0,0.426713533,2844.0,4.0,0.0,1.0,0.0,1.0,0
166,0.022832667,49.0,0.0,470.0,5400.0,6.0,0.0,1.0,0.0,0.0,0
167,0.156327186,42.0,0.0,0.26333929,7833.0,12.0,0.0,1.0,0.0,0.0,0
168,0.0,71.0,0.0,0.40159954299999995,3500.0,12.0,0.0,1.0,0.0,0.0,0
169,0.511816273,48.0,0.0,1619.0,5400.0,8.0,0.0,1.0,0.0,0.0,0
170,0.0,61.0,0.0,0.20701476800000002,3791.0,7.0,0.0,2.0,0.0,0.0,0
171,0.9999998999999999,35.0,0.0,0.105489451,10000.0,4.0,1.0,1.0,0.0,3.0,1
172,0.69500569,60.0,0.0,0.480816234,17592.0,11.0,0.0,2.0,1.0,0.0,0
173,0.6515363129999999,53.0,1.0,0.18758039999999998,8550.0,13.0,0.0,0.0,2.0,2.0,0
174,0.9999998999999999,27.0,0.0,0.0,5400.0,0.0,0.0,0.0,0.0,0.0,0
175,0.20127156300000001,50.0,1.0,3083.0,5400.0,16.0,1.0,3.0,0.0,4.0,0
176,0.049135806,74.0,0.0,0.325606664,8282.0,12.0,0.0,2.0,0.0,0.0,0
177,0.9999998999999999,49.0,0.0,0.182101295,6100.0,5.0,0.0,0.0,0.0,0.0,1
178,0.423860251,39.0,1.0,0.307033202,2800.0,7.0,0.0,0.0,0.0,1.0,0
179,0.919188528,46.0,0.0,0.342107948,9800.0,9.0,0.0,1.0,0.0,1.0,0
180,1.078255785,66.0,0.0,3450.0,5400.0,12.0,0.0,2.0,0.0,0.0,0
181,0.010434405,53.0,0.0,1362.0,5400.0,5.0,0.0,1.0,0.0,0.0,0
182,0.9576016959999999,34.0,1.0,0.28169633,4550.0,6.0,0.0,1.0,0.0,2.0,0
183,0.17029273600000003,51.0,0.0,0.218447943,3620.0,14.0,0.0,0.0,0.0,4.0,0
184,0.03078594,63.0,0.0,1769.0,5400.0,4.0,0.0,1.0,0.0,0.0,0
185,0.0,42.0,0.0,0.25805316,5680.0,10.0,0.0,2.0,0.0,0.0,0
186,0.9999998999999999,51.0,2.0,0.868453481,6491.0,3.0,0.0,2.0,0.0,1.0,0
187,0.71314741,25.0,0.0,0.144663334,3400.0,2.0,2.0,0.0,1.0,0.0,1
188,0.40564357100000004,52.0,0.0,0.525665144,7441.0,10.0,0.0,3.0,0.0,0.0,0
189,0.15145657,37.0,0.0,0.138972206,5000.0,10.0,0.0,0.0,0.0,0.0,0
190,0.006325111,56.0,0.0,0.097992916,6775.0,6.0,0.0,0.0,0.0,0.0,0
191,0.015550975,49.0,0.0,12.0,5400.0,3.0,0.0,0.0,0.0,0.0,0
192,0.011969792,51.0,0.0,0.28903554800000003,6666.0,19.0,0.0,0.0,0.0,1.0,0
193,0.0,45.0,0.0,0.855257897,2500.0,9.0,0.0,2.0,0.0,0.0,0
194,0.044101829,49.0,0.0,0.468616815,5161.0,12.0,0.0,2.0,0.0,0.0,0
195,0.0017244720000000001,55.0,0.0,0.243292785,6000.0,17.0,0.0,2.0,0.0,0.0,0
196,0.45663584100000004,68.0,1.0,962.0,5400.0,3.0,4.0,1.0,1.0,0.0,0
197,0.059375107999999996,48.0,0.0,1329.5,1.0,4.0,0.0,2.0,0.0,1.0,0
198,0.0012562180000000001,73.0,0.0,483.0,5400.0,2.0,0.0,0.0,0.0,0.0,0
199,0.7519965609999999,76.0,0.0,0.312871134,12966.0,8.0,0.0,2.0,0.0,0.0,0
200,0.0,48.0,0.0,1619.0,5400.0,6.0,0.0,1.0,0.0,0.0,0
201,0.053919634,47.0,0.0,0.344265764,4725.0,6.0,0.0,2.0,0.0,3.0,0
202,0.09778528199999999,59.0,0.0,4573.0,5400.0,12.0,0.0,2.0,0.0,0.0,0
203,0.12238848599999999,78.0,0.0,0.020395921,5000.0,12.0,0.0,0.0,0.0,1.0,0
204,0.083755,33.0,1.0,0.16517094,4679.0,13.0,0.0,0.0,0.0,1.0,0
205,0.0,51.0,1.0,0.059542324,4500.0,4.0,1.0,0.0,0.0,0.0,0
206,0.10675729699999999,47.0,0.0,0.002499219,3200.0,2.0,0.0,0.0,0.0,1.0,0
207,0.031371078999999996,80.0,0.0,0.0566495,3300.0,6.0,0.0,0.0,0.0,0.0,0
208,0.059158420999999996,54.0,0.0,0.292084342,5785.0,10.0,0.0,1.0,0.0,2.0,0
209,0.047060392,63.0,0.0,0.728098873,2750.0,4.0,0.0,1.0,0.0,0.0,1
210,0.812686228,43.0,0.0,0.655458451,6750.0,14.0,0.0,4.0,0.0,0.0,0
211,0.191928632,55.0,0.0,0.33817688700000004,10322.0,11.0,0.0,2.0,0.0,1.0,0
212,0.094813059,72.0,0.0,0.232323232,9800.0,5.0,0.0,1.0,0.0,1.0,0
213,0.0,35.0,0.0,0.047317560999999994,3000.0,4.0,0.0,0.0,0.0,0.0,0
214,0.011199253000000001,77.0,0.0,662.0,5400.0,2.0,0.0,1.0,0.0,0.0,0
215,0.510738197,46.0,0.0,0.239420935,3591.0,5.0,0.0,1.0,0.0,0.0,0
216,0.815744417,39.0,0.0,0.7260656879999999,1430.0,11.0,0.0,0.0,0.0,2.0,0
217,0.7543498759999999,53.0,0.0,0.294131221,13000.0,12.0,0.0,1.0,0.0,2.0,0
218,0.153709804,70.0,0.0,0.346325665,8953.0,5.0,0.0,1.0,0.0,0.0,0
219,0.12240834199999999,55.0,0.0,0.413673036,11774.0,11.0,0.0,3.0,0.0,0.0,0
220,0.823549332,59.0,0.0,0.6919723940000001,8258.0,17.0,0.0,3.0,0.0,0.0,0
221,0.00027777,43.0,0.0,0.24550800399999997,6121.0,7.0,0.0,1.0,1.0,2.0,0
222,0.057967461,55.0,0.0,0.168692354,11600.0,4.0,0.0,1.0,0.0,0.0,0
223,0.293037906,61.0,1.0,0.119981821,6600.0,4.0,0.0,1.0,0.0,0.0,0
224,0.339207992,56.0,1.0,0.38957402799999996,15000.0,16.0,0.0,3.0,0.0,2.0,0
225,0.87406838,40.0,2.0,0.176905691,9733.0,12.0,0.0,0.0,0.0,4.0,1
226,0.92358804,39.0,1.0,0.180880975,3200.0,3.0,0.0,0.0,0.0,0.0,1
227,0.540444698,62.0,0.0,0.49857201100000004,4901.0,8.0,0.0,1.0,0.0,1.0,0
228,0.012091038,45.0,0.0,0.00459908,5000.0,6.0,0.0,0.0,0.0,0.0,0
229,0.057627600999999994,47.0,0.0,1663.0,5400.0,3.0,0.0,1.0,0.0,0.0,0
230,0.35513775299999994,44.0,4.0,335.0,5400.0,17.0,0.0,0.0,1.0,0.0,1
231,0.43800044200000005,47.0,4.0,0.629432151,3750.0,14.0,0.0,1.0,0.0,0.0,1
232,0.146521337,52.0,0.0,0.307827687,25000.0,6.0,0.0,2.0,0.0,2.0,0
233,0.41179410299999997,84.0,0.0,24.0,5400.0,1.0,0.0,0.0,0.0,0.0,0
234,0.008843848,42.0,0.0,0.43031393700000004,5000.0,9.0,0.0,1.0,0.0,3.0,0
235,0.46790641899999996,60.0,1.0,0.47171743,3906.0,3.0,1.0,2.0,0.0,1.0,0
236,0.9999998999999999,71.0,0.0,0.0,7433.0,5.0,0.0,0.0,0.0,0.0,0
237,0.025667864,47.0,0.0,0.307969203,10000.0,12.0,0.0,2.0,0.0,0.0,0
238,0.9999998999999999,66.0,0.0,0.22947141699999998,11142.0,6.0,0.0,1.0,0.0,0.0,0
239,0.9999998999999999,54.0,0.0,0.24509440899999999,2700.0,3.0,0.0,0.0,0.0,0.0,0
240,0.0067414219999999995,48.0,0.0,0.23156403600000003,12000.0,9.0,0.0,1.0,0.0,3.0,0
241,0.003289163,51.0,0.0,0.160047188,17800.0,11.0,0.0,3.0,0.0,0.0,0
242,0.103747406,58.0,0.0,0.179539124,3948.0,4.0,0.0,1.0,0.0,0.0,0
243,0.953388201,68.0,0.0,0.231402125,2916.0,6.0,0.0,0.0,0.0,0.0,0
244,0.801970492,44.0,0.0,0.34483990000000003,8400.0,7.0,0.0,1.0,0.0,3.0,0
245,0.9999998999999999,63.0,0.0,49.0,5400.0,0.0,1.0,0.0,0.0,0.0,0
246,0.001630676,58.0,0.0,2246.0,5400.0,8.0,0.0,2.0,0.0,1.0,0
247,0.24401687100000002,45.0,0.0,0.47768989700000003,6700.0,13.0,0.0,2.0,0.0,0.0,0
248,0.076627112,45.0,0.0,0.074654862,13327.0,6.0,0.0,1.0,0.0,2.0,0
249,0.95724314,48.0,0.0,419.0,5400.0,4.0,0.0,0.0,0.0,0.0,0
250,0.431930751,58.0,0.0,0.203768151,8332.0,14.0,0.0,0.0,0.0,0.0,0
251,0.9999998999999999,69.0,0.0,1591.0,5400.0,4.0,0.0,1.0,0.0,0.0,0
252,0.9999998999999999,54.0,1.0,0.186414108,7654.0,2.0,1.0,1.0,0.0,3.0,0
253,0.905858251,54.0,0.0,1024.0,5400.0,8.0,0.0,0.0,0.0,0.0,0
254,0.02386603,82.0,0.0,420.0,5400.0,9.0,1.0,0.0,0.0,0.0,0
255,0.07566037099999999,39.0,0.0,0.08053521799999999,3960.0,3.0,0.0,0.0,0.0,0.0,0
256,0.7986002,38.0,2.0,0.33067819800000003,4393.0,3.0,0.0,1.0,0.0,1.0,0
257,0.49261278,59.0,0.0,0.273714791,15833.0,13.0,0.0,1.0,0.0,2.0,0
258,0.16670881099999998,59.0,0.0,217.0,5400.0,8.0,0.0,0.0,0.0,0.0,0
259,0.63384154,59.0,0.0,0.409174634,11400.0,9.0,0.0,2.0,0.0,0.0,0
260,0.9999998999999999,73.0,0.0,0.0,1035.0,1.0,0.0,0.0,0.0,0.0,0
261,0.835227705,38.0,0.0,0.407927628,8400.0,19.0,0.0,3.0,1.0,0.0,0
262,0.09412941,59.0,0.0,2263.0,5400.0,3.0,0.0,1.0,0.0,0.0,0
263,0.031410468,45.0,0.0,0.8195179309999999,1700.0,10.0,0.0,1.0,0.0,1.0,0
264,0.136438102,54.0,4.0,0.39395370799999996,6350.0,11.0,1.0,2.0,0.0,3.0,0
265,0.332737639,69.0,0.0,0.292501164,2146.0,5.0,0.0,0.0,0.0,0.0,0
266,0.49766312799999995,47.0,0.0,3351.0,5400.0,10.0,0.0,3.0,0.0,0.0,0
267,0.9999998999999999,46.0,1.0,0.768675368,3600.0,2.0,2.0,1.0,1.0,3.0,1
268,0.324311713,67.0,1.0,1.002906977,2751.0,11.0,0.0,3.0,0.0,0.0,0
269,0.046097738,39.0,0.0,0.154193832,25000.0,13.0,0.0,1.0,0.0,0.0,0
270,0.102289771,59.0,0.0,0.024734238999999998,9500.0,6.0,0.0,0.0,0.0,0.0,0
271,0.153709804,46.0,0.0,0.33860342600000004,10625.0,4.0,0.0,2.0,0.0,3.0,0
